State,Year,DC_Opened,PrevPrice,Avg_kWh,Pred_baseline,DC_minus10,Pred_minus10,DC_plus10,Pred_plus10,DC_plus20,Pred_plus20,DC_slow75,Pred_slow75,DC_fast150,Pred_fast150,DC_ban0,Pred_ban0
VA,2017,0,0.1057219388844675,0.10629213127983572,0.10585637567507272,0.0,0.10585637567507272,0.0,0.10585637567507272,0.0,0.10585637567507272,0.0,0.10585637567507272,0.0,0.10585637567507272,0.0,0.10585637567507272
VA,2018,1,0.10629213127983572,0.11004445038842373,0.10500141277809177,0.9,0.10500141277809177,1.1,0.10500141277809177,1.2,0.10500141277809177,0.75,0.10500141277809177,1.5,0.10500141277809177,0.0,0.1057512449619653
VA,2019,2,0.11004445038842373,0.10895915213953278,0.10622554816818958,1.8,0.10622554816818958,2.2,0.10622554816818958,2.4,0.10622554816818958,1.5,0.10624807609470263,3.0,0.10627800508381653,0.0,0.10718788136596162
VA,2020,0,0.10895915213953278,0.10124004947302102,0.10613444632209365,0.0,0.10613444632209365,0.0,0.10613444632209365,0.0,0.10613444632209365,0.0,0.10613444632209365,0.0,0.10613444632209365,0.0,0.10613444632209365
VA,2021,0,0.10124004947302102,0.09996329131852004,0.10490063828226949,0.0,0.10490063828226949,0.0,0.10490063828226949,0.0,0.10490063828226949,0.0,0.10490063828226949,0.0,0.10490063828226949,0.0,0.10490063828226949
VA,2022,0,0.09996329131852004,0.11187934852520892,0.10393683433344944,0.0,0.10393683433344944,0.0,0.10393683433344944,0.0,0.10393683433344944,0.0,0.10393683433344944,0.0,0.10393683433344944,0.0,0.10393683433344944
WA,2020,0,0.08457984810473058,0.08252363209488957,0.08791344877519001,0.0,0.08791344877519001,0.0,0.08791344877519001,0.0,0.08791344877519001,0.0,0.08791344877519001,0.0,0.08791344877519001,0.0,0.08791344877519001
WA,2021,1,0.08252363209488957,0.08224940047509867,0.08731610655208569,0.9,0.08731610655208569,1.1,0.08731610655208569,1.2,0.08731610655208569,0.75,0.08731610655208569,1.5,0.08731610655208569,0.0,0.08778524574615489
WA,2022,0,0.08224940047509867,0.08536375766572396,0.08778524574615489,0.0,0.08778524574615489,0.0,0.08778524574615489,0.0,0.08778524574615489,0.0,0.08778524574615489,0.0,0.08778524574615489,0.0,0.08778524574615489
WA,2023,0,0.08536375766572396,0.08751093268279195,0.08791344877519001,0.0,0.08791344877519001,0.0,0.08791344877519001,0.0,0.08791344877519001,0.0,0.08791344877519001,0.0,0.08791344877519001,0.0,0.08791344877519001
WA,2024,0,0.08751093268279195,0.09124024646207687,0.08908836113823285,0.0,0.08908836113823285,0.0,0.08908836113823285,0.0,0.08908836113823285,0.0,0.08908836113823285,0.0,0.08908836113823285,0.0,0.08908836113823285
WY,2014,0,0.09897248701309466,0.10084886793848068,0.09993836569999497,0.0,0.09993836569999497,0.0,0.09993836569999497,0.0,0.09993836569999497,0.0,0.09993836569999497,0.0,0.09993836569999497,0.0,0.09993836569999497
WY,2015,1,0.10084886793848068,0.10460076233767746,0.10308253214998085,0.9,0.10308253214998085,1.1,0.10308253214998085,1.2,0.10308253214998085,0.75,0.10308253214998085,1.5,0.10308253214998085,0.0,0.10358484034524096
WY,2016,0,0.10460076233767746,0.10610973300271218,0.10546728466980788,0.0,0.10546728466980788,0.0,0.10546728466980788,0.0,0.10546728466980788,0.0,0.10546728466980788,0.0,0.10546728466980788,0.0,0.10546728466980788
WY,2017,0,0.10610973300271218,0.10727610886176651,0.10572504925077952,0.0,0.10572504925077952,0.0,0.10572504925077952,0.0,0.10572504925077952,0.0,0.10572504925077952,0.0,0.10572504925077952,0.0,0.10572504925077952
WY,2018,0,0.10727610886176651,0.10729566031139441,0.10576175238570912,0.0,0.10576175238570912,0.0,0.10576175238570912,0.0,0.10576175238570912,0.0,0.10576175238570912,0.0,0.10576175238570912,0.0,0.10576175238570912
